,title,time,date,Hour
2177,are there any positives to life,11:58 AM,4-Dec-20,11
2178,better off dead,6:41 AM,4-Dec-20,6
2179,lost,4:26 AM,4-Dec-20,4
2180,feeling defeated and stuck,1:10 AM,4-Dec-20,1
2181,i%E2%80%99m sick and tired,11:42 PM,3-Dec-20,23
2182,my world is crashing around my narrow weak shoulders,11:04 PM,3-Dec-20,23
2183,types of self care,2:50 PM,3-Dec-20,14
2184,having to fake im doing good,12:55 PM,3-Dec-20,12
2185,not very optimistic on my future career,6:21 AM,3-Dec-20,6
2186,xmas alone,8:32 AM,2-Dec-20,8
2187,what the depression feels like in images,3:13 AM,2-Dec-20,3
2188,how can i help my brother,12:23 PM,1-Dec-20,12
2189,struggling,11:00 PM,30-Nov-20,23
2190,how depression feels like,3:33 PM,30-Nov-20,15
2191,i%E2%80%99m lost,11:19 AM,30-Nov-20,11
2192,feel sad,11:35 PM,29-Nov-20,23
2193,im hopeless,6:54 PM,29-Nov-20,18
2194,fluoxetine prozac side effects,5:39 PM,29-Nov-20,17
2195,ive had enough and want it to stop,3:58 PM,29-Nov-20,15
2196,no one will ever love me,1:24 AM,29-Nov-20,1
2197,i feel useless,7:06 AM,28-Nov-20,7
2198,is it okay to cut parents off if they make you feel more depressed,10:44 PM,27-Nov-20,22
2199,to do lists,2:55 PM,26-Nov-20,14
2200,depression sucks,10:28 PM,25-Nov-20,22
2201,rejection advice,1:57 PM,25-Nov-20,13
2202,how am i suppose present when seeing a psychiatrist,9:56 AM,25-Nov-20,9
2203,ssris are screwing me up need ur experience with wellbutrinh,7:04 PM,24-Nov-20,19
2204,anyone had memory retention learning issues from depression and got better after remission,1:38 PM,24-Nov-20,13
2205,self discipline tips,12:38 AM,24-Nov-20,0
2206,not wanting to go to work,11:02 PM,23-Nov-20,23
2207,i cant do this,10:33 PM,23-Nov-20,22
2208,its my fault star is ill im so thick and stupid,7:37 PM,23-Nov-20,19
2209,im so fed up,7:20 PM,23-Nov-20,19
2210,do you have a worst or best time of day,8:14 AM,23-Nov-20,8
2211,my 64th birthday,2:25 AM,23-Nov-20,2
2212,triggers i feel like ending it all,12:18 AM,23-Nov-20,0
2213,anyone that struggles with their immigrant parents here,11:38 PM,22-Nov-20,23
2214,failing and self hatred,11:38 PM,22-Nov-20,23
2215,what to do,8:06 PM,22-Nov-20,20
2216,lonely and sad,12:09 PM,22-Nov-20,12
2217,i hate myself,11:22 PM,21-Nov-20,23
2218,why want anything if were supposed to be happy with what we have,7:34 PM,21-Nov-20,19
2219,dont know what im supposed to do,7:25 PM,21-Nov-20,19
2220,probably have depression a little bit of a vent,10:06 AM,20-Nov-20,10
2221,feeling numb yet ready to explode,11:51 PM,19-Nov-20,23
2222,struggling badly with my depression with a 4 year old,10:49 PM,19-Nov-20,22
2223,need help please,8:14 PM,19-Nov-20,20
2224,to vent,7:23 PM,19-Nov-20,19
2225,looking for a good clinic,7:05 PM,19-Nov-20,19
2226,anyone that wants to move to a different country for love,3:42 PM,19-Nov-20,15
2227,help,11:44 AM,19-Nov-20,11
2228,my narcissist father is antagonising my depression,11:34 AM,19-Nov-20,11
2229,hey every one i am new here,5:02 AM,19-Nov-20,5
2230,what is real why do anything,1:34 AM,19-Nov-20,1
2231,broken,9:42 PM,18-Nov-20,21
2232,sorry to be a pain its me again about something else,9:19 PM,18-Nov-20,21
2233,here i am again,11:40 AM,18-Nov-20,11
2234,vent advice i really cant stand myself and i dont want to like this person who i am,11:06 AM,18-Nov-20,11
2235,done,10:40 AM,18-Nov-20,10
2236,puppies channel 5 now or on plus 1 in 10 minutes,8:41 PM,17-Nov-20,20
2237,i just feel like falling asleep and not waking up,2:01 PM,17-Nov-20,14
2238,fed up with questions,1:48 PM,17-Nov-20,13
2239,positive energy,1:23 PM,17-Nov-20,13
2240,my on going journal of different antidepressants and dosages i have been on how they have affected me do they do anything,9:53 AM,17-Nov-20,9
2241,funny annoying,9:19 AM,17-Nov-20,9
2242,people think i dont care,11:08 PM,16-Nov-20,23
2243,why have i been treatment resistant so far is there any hope for me overcoming depression,7:57 PM,16-Nov-20,19
2244,cant handle waiting lists,7:08 PM,16-Nov-20,19
2245,zero libido,4:46 PM,16-Nov-20,16
2246,do you feel your mood dropping,3:09 PM,16-Nov-20,15
2247,im not sure if im suicidal or if im just being self destructive,3:01 PM,16-Nov-20,15
2248,im just so up,2:44 PM,16-Nov-20,14
2249,do you like yourself,1:54 PM,16-Nov-20,13
2250,disconnected and dont belong,3:12 AM,16-Nov-20,3
2251,cant be bothered,11:03 PM,15-Nov-20,23
2252,suicide due to past mistake regret,9:54 PM,15-Nov-20,21
2253,im in denial and too scared to ask for help,6:31 PM,15-Nov-20,18
2254,so depressed,1:42 PM,15-Nov-20,13
2255,how to help someone who has tried to commit suicide two times,12:17 PM,15-Nov-20,12
2256,so alone,9:57 AM,15-Nov-20,9
2257,feeling as if my feelings are all in my head,8:36 AM,15-Nov-20,8
2258,so alone,8:19 AM,15-Nov-20,8
2259,sad and pathetic,5:51 AM,15-Nov-20,5
2260,a little advise please,4:04 AM,15-Nov-20,4
2261,really worried,3:09 AM,15-Nov-20,3
2262,i hurt and i hurt and i hurt,2:27 AM,15-Nov-20,2
2263,obsessive thinking of people who have died by suicide,12:53 AM,15-Nov-20,0
2264,hormones,11:11 PM,14-Nov-20,23
2265,a thread for anyone feeling like crap tonight,9:45 PM,14-Nov-20,21
2266,depression of loneliness from unrequited love,8:56 PM,14-Nov-20,20
2267,unrequited love,8:48 PM,14-Nov-20,20
2268,depressed looking at my life,7:55 PM,14-Nov-20,19
2269,in need of some reassurance,3:43 PM,14-Nov-20,15
2270,sam e,1:56 PM,14-Nov-20,13
2271,christmas anxiety tw,3:25 AM,14-Nov-20,3
2272,nothing is enough,1:40 AM,14-Nov-20,1
2273,mood suddenly plummets,11:13 PM,13-Nov-20,23
2274,support needed,11:49 AM,13-Nov-20,11
2275,ticketmaster,10:58 AM,13-Nov-20,10
2276,its getting worse,8:33 AM,13-Nov-20,8
2277,i think i can be in a depression please i dont know what to do,1:59 AM,13-Nov-20,1
2278,what do you do when feeling lonely,1:56 AM,13-Nov-20,1
2279,can depression cause these symptoms,9:48 PM,12-Nov-20,21
2280,if i want to kill myself every single day should i just do it already,10:31 AM,12-Nov-20,10
2281,i need this off my chest,4:25 AM,12-Nov-20,4
2282,all those things i did not do 6 months ago while depressed,10:32 PM,11-Nov-20,22
2283,how can i be supportive without overstepping boundaries,6:05 PM,11-Nov-20,18
2284,just one of those days,3:15 PM,11-Nov-20,15
2285,numb,10:54 PM,10-Nov-20,22
2286,feeling bleak when everything is going well,5:43 PM,10-Nov-20,17
2287,why does it always happen when i%E2%80%99m upset,4:22 PM,10-Nov-20,16
2288,dr amen,3:09 PM,10-Nov-20,15
2289,work problems,11:20 AM,10-Nov-20,11
2290,i have toxic parents and i don%E2%80%99t know what should i do,11:14 AM,10-Nov-20,11
2291,guidance for relationship breakup,11:10 AM,10-Nov-20,11
2292,well my room is mostly clean now finally,11:52 PM,9-Nov-20,23
2293,depression is like cold turkey,8:46 PM,9-Nov-20,20
2294,tell me about your depression,1:59 PM,9-Nov-20,13
2295,switching ssri to another,1:49 PM,9-Nov-20,13
2296,feeling hurt sad frustrated,1:21 PM,9-Nov-20,13
2297,i really cant take it anymore trigger warning suicide,5:49 AM,9-Nov-20,5
2298,i dont see the point or joy in anything,5:14 AM,9-Nov-20,5
2299,i cried too hard,12:41 PM,8-Nov-20,12
2300,my parents are never okay with me,11:47 AM,8-Nov-20,11
2301,slept at last but now feeling bad,3:17 AM,8-Nov-20,3
2302,workbook about anxiety and depression i personally found useful you may like it too,11:30 PM,7-Nov-20,23
2303,i%E2%80%99m so sensitive,11:02 PM,7-Nov-20,23
2304,i feel so lonely tw suicidal thoughts,9:18 PM,7-Nov-20,21
2305,when every thought or memory is painful,4:08 PM,7-Nov-20,16
2306,wits end,9:40 AM,7-Nov-20,9
2307,i cant take it anymore i am literally beyond depressed,9:39 PM,6-Nov-20,21
2308,covid took away lgbt pride my social skills and my judgement sucks,12:21 PM,6-Nov-20,12
2309,my invisible disease inverse psoriasis,5:30 PM,5-Nov-20,17
2310,how will winter affect you,1:41 PM,5-Nov-20,13
2311,how to stop dwelling on the past,11:45 AM,5-Nov-20,11
2312,sad realization,2:51 AM,5-Nov-20,2
2313,i don%E2%80%99t want to be sad anymore,11:12 PM,4-Nov-20,23
2314,i feel like the worst person in the world,11:10 PM,4-Nov-20,23
2315,is there any hope,1:53 PM,4-Nov-20,13
2316,stereotypes,12:36 PM,4-Nov-20,12
2317,i have major depression disorder having no luck,11:49 AM,4-Nov-20,11
2318,mornings are the worst,11:38 AM,4-Nov-20,11
2319,i dont know what to do,4:20 PM,3-Nov-20,16
2320,strange thoughts,3:02 PM,3-Nov-20,15
2321,i feel completely powerless and helpless,1:13 AM,3-Nov-20,1
2322,bad day,11:03 PM,2-Nov-20,23
2323,depression,9:19 PM,2-Nov-20,21
2324,concentration and memory issues,8:03 PM,2-Nov-20,20
2325,how to deal with my gf,7:44 PM,2-Nov-20,19
2326,relapse,4:37 PM,2-Nov-20,16
2327,tiredness,4:13 PM,2-Nov-20,16
2328,i hate my life,8:07 AM,2-Nov-20,8
2329,loneliness,7:05 AM,2-Nov-20,7
2330,guilty for feeling ok,4:17 AM,2-Nov-20,4
2331,psoriasis linked depression,3:07 AM,2-Nov-20,3
2332,new beginning,11:05 PM,1-Nov-20,23
2333,feeling drained hopeless,10:23 PM,1-Nov-20,22
2334,their closing the charity shop,3:27 PM,1-Nov-20,15
2335,can i share my exprience with online therapy here,10:43 AM,1-Nov-20,10
2336,feeling like a horrible person,11:02 PM,31-Oct-20,23
2337,moderator please i want my account deleted,10:31 PM,31-Oct-20,22
2338,latest lockdown announcement,10:12 PM,31-Oct-20,22
2339,i want it all to end,9:39 PM,31-Oct-20,21
2340,depressed break up suicidal,8:50 PM,31-Oct-20,20
2341,sleeping to escape obsessive parents,8:39 PM,31-Oct-20,20
2342,depressed had enough,8:24 PM,31-Oct-20,20
2343,depressed,7:43 PM,31-Oct-20,19
2344,depression anxiety never ending emotional rollercoaster you dont want to be on,3:33 PM,31-Oct-20,15
2345,a bit about my story,2:17 PM,31-Oct-20,14
2346,im just feeling numb,12:20 PM,31-Oct-20,12
2347,please help,11:57 AM,31-Oct-20,11
2348,depression has turned me into a monster,4:58 AM,31-Oct-20,4
2349,suicidal thoughts,7:32 PM,30-Oct-20,19
2350,i%E2%80%99m not worth it,6:04 PM,30-Oct-20,18
2351,please help me my brother will try to kill himself today,5:51 PM,30-Oct-20,17
2352,depressed hopeless about life anyone wanna message me,11:55 AM,30-Oct-20,11
2353,when you hate falling asleep,10:32 AM,30-Oct-20,10
2354,should i tell my friends about my depression,9:28 AM,30-Oct-20,9
2355,please help ive had enough,7:44 AM,30-Oct-20,7
2356,is it even worth it,4:22 AM,30-Oct-20,4
2357,a topic for people who deal with loneliness,3:53 AM,30-Oct-20,3
2358,how do i deal with it,3:50 AM,30-Oct-20,3
2359,new here not really sure what im doing,9:24 PM,29-Oct-20,21
2360,autumnwatch depression on telly now 20 37,8:43 PM,29-Oct-20,20
2361,i ate a nutritious meal,8:37 PM,29-Oct-20,20
2362,any one what to talk with me,8:04 PM,29-Oct-20,20
2363,i%E2%80%99m going to end it soon hopefully,7:52 PM,29-Oct-20,19
2364,i promise i will never ever kill myself,6:15 PM,29-Oct-20,18
2365,despite struggling w depression i dont know how to help my fiance,3:38 PM,29-Oct-20,15
2366,thank you to everyone who makes this site possible,2:18 PM,29-Oct-20,14
2367,do you feel sorry for yourself,11:52 AM,29-Oct-20,11
2368,my experience,8:28 AM,29-Oct-20,8
2369,serious considerations about suicide,11:26 PM,28-Oct-20,23
2370,would rather be dead than alive not suicidal,9:33 PM,28-Oct-20,21
2371,socializing is so exhausting right now,6:42 PM,28-Oct-20,18
2372,relaxation techniques,6:29 PM,28-Oct-20,18
2373,conclusion,5:41 PM,28-Oct-20,17
2374,what you guys think about online therapy,2:07 PM,28-Oct-20,14
2375,problems connecting comfortably with mi professionals during a pandemic,1:48 PM,28-Oct-20,13
2376,bad day yesterday,12:33 PM,28-Oct-20,12
2377,why do i feel like a target for sympathy,2:48 AM,28-Oct-20,2
2378,im wondering whats the point,12:43 AM,28-Oct-20,0
2379,cant keep up with uni depression taking all the energy out of me,3:04 PM,27-Oct-20,15
2380,saying goodbye,8:50 AM,27-Oct-20,8
2381,tethers,7:57 AM,27-Oct-20,7
2382,wide awake,5:41 PM,26-Oct-20,17
2383,i cant take this anymore,5:39 PM,26-Oct-20,17
2384,did you feel the clocks change,11:32 AM,26-Oct-20,11
2385,cynic,11:05 AM,26-Oct-20,11
2386,battle to keep me in line,11:02 AM,26-Oct-20,11
2387,am i okay,3:00 PM,25-Oct-20,15
2388,feeling empty,11:35 AM,25-Oct-20,11
2389,crying over stupid things,10:04 AM,25-Oct-20,10
2390,tier 3 sheffield n south yorkshire,9:45 AM,25-Oct-20,9
2391,adjusting,11:33 PM,24-Oct-20,23
2392,hit a rough patch,11:28 PM,24-Oct-20,23
2393,feeling like the worst mum in the world,12:12 PM,24-Oct-20,12
2394,am i depressed,11:26 PM,23-Oct-20,23
2395,brain fog,10:46 PM,23-Oct-20,22
2396,best medication for depression,9:14 PM,23-Oct-20,21
2397,my dears what helped me,8:44 PM,23-Oct-20,20
2398,im done,5:45 PM,23-Oct-20,17
2399,agomelatine x fluoxetine prozac,3:00 PM,23-Oct-20,15
2400,how bad do you feel,1:53 AM,23-Oct-20,1
2401,struggling,11:35 PM,22-Oct-20,23
2402,i dont know what to do i feel so depressed because i feel like i am losing my best friend,10:21 PM,22-Oct-20,22
2403,sertraline withdrawal,8:37 PM,22-Oct-20,20
2404,anyone want to talk,6:45 PM,22-Oct-20,18
2405,hello,3:56 PM,22-Oct-20,15
2406,socializing and thoughts about emotions,9:11 AM,22-Oct-20,9
2407,am i alone within the 4 walls,4:24 AM,22-Oct-20,4
2408,life getting tough again,2:40 AM,22-Oct-20,2
2409,im begging please help,9:57 PM,21-Oct-20,21
2410,urgent will i get hurt or will he harmself,5:31 PM,21-Oct-20,17
2411,i feel ive lost everything including myself,12:41 PM,21-Oct-20,12
2412,working and studying,10:56 AM,21-Oct-20,10
2413,really craving a girlfriend,3:45 AM,21-Oct-20,3
2414,treating depression for the bedridden help,8:52 PM,20-Oct-20,20
2415,i wish i had courage to end it,7:57 PM,20-Oct-20,19
2416,my suicidal thoughts,6:47 PM,20-Oct-20,18
2417,how can i get back up,5:58 PM,20-Oct-20,17
2418,do i have a mental illness,3:54 PM,20-Oct-20,15
2419,depression and codependency,3:44 PM,20-Oct-20,15
2420,citalopram intense side effects,2:50 PM,20-Oct-20,14
2421,let down by nhs and dont know where to turn,12:34 PM,20-Oct-20,12
2422,double fluoxetine,11:57 AM,20-Oct-20,11
2423,depression period not feeling good any others get these symptoms,11:41 PM,19-Oct-20,23
2424,feeling like i%E2%80%99m stuck like this forever,11:05 PM,19-Oct-20,23
2425,feeling a little all over the place,10:13 PM,19-Oct-20,22
2426,dental problems because of depression,11:55 AM,19-Oct-20,11
2427,would like some advice about feeling detached recently,1:43 AM,19-Oct-20,1
2428,10 days off celexa and still dealing with negative side effects,10:32 PM,18-Oct-20,22
2429,i just cant think clearly,1:23 PM,18-Oct-20,13
2430,racing mind brain fog anxious disconnected,12:04 PM,18-Oct-20,12
2431,at this point why bother at all,11:06 AM,18-Oct-20,11
2432,prozac nanobots,9:00 AM,18-Oct-20,9
2433,do you crave for loving relationship,8:40 AM,18-Oct-20,8
2434,being a virgin is really getting to me and making me feel really depressed,3:10 AM,18-Oct-20,3
2435,insomnia and anxiety from starting anti depressant suggestions,2:18 AM,18-Oct-20,2
2436,tired of home life,1:33 PM,17-Oct-20,13
2437,work is dragging me down,11:07 AM,17-Oct-20,11
2438,not being a mum,12:51 AM,17-Oct-20,0
2439,crazy question,11:07 AM,16-Oct-20,11
2440,discomfort pain and appetite,4:28 AM,16-Oct-20,4
2441,cant get over friends from the 7th grade,3:17 AM,16-Oct-20,3
2442,taken advantage of,1:53 AM,16-Oct-20,1
2443,my grief is killing me,12:06 AM,16-Oct-20,0
2444,how much life sucks,11:36 PM,15-Oct-20,23
2445,giving up,11:30 PM,15-Oct-20,23
2446,after a depressive episode,11:12 PM,15-Oct-20,23
2447,say something funny,2:25 PM,15-Oct-20,14
2448,old aquaintances that ignore you,9:17 AM,15-Oct-20,9
2449,getting a few things off my chest,3:00 AM,15-Oct-20,3
2450,im at a loss,11:01 PM,14-Oct-20,23
2451,long day,2:33 PM,14-Oct-20,14
2452,celexa and topiramate withdrawal i can%E2%80%99t take much more of this idk what to do,2:02 PM,14-Oct-20,14
2453,scared,5:55 AM,14-Oct-20,5
2454,pretty extreme depression from basically being alone for too long,2:48 AM,14-Oct-20,2
2455,side effects of setraline,11:47 PM,13-Oct-20,23
2456,i cant think without crying anymore,10:04 PM,13-Oct-20,22
2457,hurtling along,8:18 PM,13-Oct-20,20
2458,fear hatred of aging,5:23 PM,13-Oct-20,17
2459,im so confused and deperessed,5:15 PM,13-Oct-20,17
2460,when nothing helps,4:27 PM,13-Oct-20,16
2461,offended,3:53 PM,13-Oct-20,15
2462,fluoxetine 40mg,1:09 PM,13-Oct-20,13
2463,what exactly do i have,12:28 PM,13-Oct-20,12
2464,too much control,10:40 AM,13-Oct-20,10
2465,questions,10:25 AM,13-Oct-20,10
2466,prank calls getting worse,3:16 AM,13-Oct-20,3
2467,someone tell i will be okay,3:14 AM,13-Oct-20,3
2468,struggling confused and i keep screwing up,1:43 AM,13-Oct-20,1
2469,struggling so much,6:40 PM,11-Oct-20,18
2470,has my depressed fianc%C3%A9 fallen out of love,4:44 PM,11-Oct-20,16
2471,could expecting too much be making me feel miserable,5:32 AM,11-Oct-20,5
2472,feeling really lonely sice covid started,2:48 PM,10-Oct-20,14
2473,sadness worsens at night,10:50 AM,10-Oct-20,10
2474,i bring too much importance to fictional characters,2:10 AM,10-Oct-20,2
2475,one last go,12:12 AM,10-Oct-20,0
2476,hi im new here could do with some help,9:11 PM,9-Oct-20,21
2477,psychology appointment,8:40 PM,9-Oct-20,20
2478,depression,2:02 AM,9-Oct-20,2
2479,why,1:15 PM,8-Oct-20,13
2480,whats the point nothing ever works out,12:23 PM,8-Oct-20,12
2481,just tired of it,3:35 AM,8-Oct-20,3
2482,depression over a episode w daughter,3:07 AM,8-Oct-20,3
2483,survived another day,10:48 PM,7-Oct-20,22
2484,depressed paranoid and obsessed with numbers,7:16 PM,7-Oct-20,19
2485,really scared i will get told off,3:48 PM,7-Oct-20,15
2486,suicidal again,5:44 AM,7-Oct-20,5
2487,planning on ending it,3:17 AM,7-Oct-20,3
2488,can this day get even worse,7:37 PM,6-Oct-20,19
2489,besides self talk what actually reduced your severe depression or anxiety,9:13 AM,6-Oct-20,9
2490,im sad and i dont know why,8:01 AM,6-Oct-20,8
2491,extreme fatigue,12:25 AM,6-Oct-20,0
2492,how do you help yourself feel good,8:23 PM,5-Oct-20,20
2493,sister found lump on her breast,5:34 PM,5-Oct-20,17
2494,why even,10:51 AM,5-Oct-20,10
2495,fair weather friends x,10:42 AM,5-Oct-20,10
2496,everything is being taken from me,9:35 AM,5-Oct-20,9
2497,ex boyfriend ruined my life,4:22 AM,5-Oct-20,4
2498,i need help for my sister,12:31 AM,5-Oct-20,0
2499,the difference,8:07 PM,4-Oct-20,20
2500,musicians,12:19 PM,4-Oct-20,12
2501,dealing with coronavirus,12:53 AM,4-Oct-20,0
2502,today is my birthday,11:52 AM,3-Oct-20,11
2503,fear of interraction,8:28 AM,3-Oct-20,8
2504,a poem i write when im depressed,4:55 AM,3-Oct-20,4
